anggota_kk,pendapatan,kondisi_rumah,sumber_air_minum,akses_listrik,kepemilikan_aset,pekerjaan,status_kepemilikan_rumah,penghasilan_dibawah_ump,aset_produktif,akses_pendidikan,akses_kesehatan,akses_sanitasi,akses_listrik_ump,rumah_tidak_layak_huni,skor_kemiskinan,kategori_asesmen,rekomendasi_bantuan
6,5577310,Semi Permanen,PAM,Listrik Non-PLN,Ada,Petani,Sewa,0,0,0,1,1,0,0,40,Rentan Miskin,BLT
8,7266326,Tidak Permanen,Sumur,Listrik Non-PLN,Ada,Pegawai Swasta,Milik Sendiri,0,0,1,1,1,0,1,55,Miskin,PKH
5,3730469,Permanen,Sumur,PLN,Tidak Ada,Pedagang Kecil,Milik Sendiri,1,0,1,0,0,0,0,65,Miskin,PKH
8,662448,Permanen,Sungai,PLN,Ada,Pegawai Swasta,Milik Sendiri,1,0,1,1,0,0,0,65,Miskin,PKH
7,5177148,Tidak Permanen,Sumur,Tidak Ada,Ada,Pegawai Swasta,Milik Sendiri,0,1,1,0,0,1,1,45,Rentan Miskin,BLT
4,3713319,Permanen,PAM,Tidak Ada,Tidak Ada,Pegawai Swasta,Kontrak,1,0,0,0,1,1,0,45,Rentan Miskin,BLT
6,5238825,Tidak Permanen,PAM,Tidak Ada,Ada,Buruh Harian Lepas,Sewa,0,1,1,1,0,1,1,50,Miskin,PKH
5,4323124,Semi Permanen,PAM,Listrik Non-PLN,Ada,Pedagang Kecil,Milik Sendiri,1,0,0,1,0,0,0,65,Miskin,PKH
1,6947039,Semi Permanen,Sumur,Tidak Ada,Ada,Buruh Harian Lepas,Sewa,0,1,0,0,0,1,0,25,Tidak Miskin,Tidak Layak Menerima
6,7903545,Tidak Permanen,Sungai,Tidak Ada,Ada,Pedagang Kecil,Milik Sendiri,0,1,0,1,0,1,1,45,Rentan Miskin,BLT
6,4578374,Semi Permanen,Sumur,Listrik Non-PLN,Ada,Buruh Harian Lepas,Kontrak,0,0,0,1,0,0,0,50,Miskin,PKH
6,3826189,Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Petani,Sewa,1,0,0,1,0,0,0,70,Sangat Miskin,Bantuan Sembako
3,7505454,Tidak Permanen,Sungai,Tidak Ada,Tidak Ada,Pegawai Swasta,Kontrak,0,0,0,0,0,1,1,55,Miskin,PKH
4,9819858,Semi Permanen,PAM,PLN,Ada,Buruh Harian Lepas,Milik Sendiri,0,0,1,1,1,0,0,30,Rentan Miskin,BLT
1,844383,Permanen,PAM,PLN,Ada,Pegawai Swasta,Sewa,1,0,0,1,1,0,0,55,Miskin,PKH
6,4580475,Semi Permanen,PAM,PLN,Ada,Pegawai Swasta,Kontrak,0,1,1,0,1,0,0,30,Rentan Miskin,BLT
3,6702323,Semi Permanen,PAM,Tidak Ada,Ada,Pedagang Kecil,Milik Sendiri,0,0,1,1,1,1,0,20,Tidak Miskin,Tidak Layak Menerima
3,8008688,Permanen,Sumur,Tidak Ada,Ada,Petani,Milik Sendiri,0,1,1,1,1,1,0,10,Tidak Miskin,Tidak Layak Menerima
8,5349600,Tidak Permanen,Sungai,Tidak Ada,Ada,Pegawai Swasta,Sewa,0,0,1,1,0,1,1,60,Miskin,PKH
2,8904762,Permanen,Sungai,PLN,Ada,Pegawai Swasta,Kontrak,0,0,1,0,0,0,0,45,Rentan Miskin,BLT
1,1635967,Tidak Permanen,PAM,Tidak Ada,Tidak Ada,Pedagang Kecil,Sewa,1,1,0,1,0,1,1,65,Miskin,PKH
2,2329395,Permanen,Sungai,PLN,Ada,Petani,Milik Sendiri,1,0,0,1,0,0,0,60,Miskin,PKH
2,6881155,Tidak Permanen,PAM,Tidak Ada,Ada,Petani,Sewa,0,1,0,1,0,1,1,45,Rentan Miskin,BLT
6,890105,Permanen,PAM,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,1,1,1,1,0,1,0,45,Rentan Miskin,BLT
1,9666049,Semi Permanen,PAM,PLN,Tidak Ada,Pegawai Swasta,Milik Sendiri,0,0,1,1,0,0,0,40,Rentan Miskin,BLT
5,1079420,Permanen,Sumur,Listrik Non-PLN,Ada,Petani,Sewa,1,0,0,1,1,0,0,60,Miskin,PKH
1,8508963,Tidak Permanen,PAM,Listrik Non-PLN,Tidak Ada,Buruh Harian Lepas,Sewa,0,1,1,0,0,0,1,55,Miskin,PKH
6,4146012,Tidak Permanen,Sumur,Tidak Ada,Ada,Buruh Harian Lepas,Kontrak,1,1,0,0,1,1,1,60,Miskin,PKH
1,505434,Permanen,Sumur,Listrik Non-PLN,Ada,Pedagang Kecil,Sewa,1,1,1,0,0,0,0,55,Miskin,PKH
7,3222805,Tidak Permanen,PAM,PLN,Tidak Ada,Petani,Sewa,1,1,0,1,0,0,1,80,Sangat Miskin,Bantuan Sembako
8,7392632,Semi Permanen,PAM,Tidak Ada,Tidak Ada,Pegawai Swasta,Sewa,0,1,1,0,1,1,0,20,Tidak Miskin,Tidak Layak Menerima
1,7980846,Semi Permanen,PAM,Listrik Non-PLN,Tidak Ada,Buruh Harian Lepas,Sewa,0,1,0,0,0,0,0,35,Rentan Miskin,BLT
2,6634810,Semi Permanen,PAM,PLN,Tidak Ada,Pedagang Kecil,Milik Sendiri,0,1,1,0,1,0,0,20,Tidak Miskin,Tidak Layak Menerima
8,9719985,Tidak Permanen,Sungai,Listrik Non-PLN,Ada,Petani,Kontrak,0,0,0,0,0,0,1,70,Sangat Miskin,Bantuan Sembako
2,4881755,Tidak Permanen,Sumur,Tidak Ada,Tidak Ada,Pedagang Kecil,Milik Sendiri,0,1,0,0,1,1,1,30,Rentan Miskin,BLT
7,2344884,Permanen,Sungai,PLN,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,1,0,1,1,0,0,0,65,Miskin,PKH
7,4239670,Permanen,Sungai,Listrik Non-PLN,Ada,Buruh Harian Lepas,Kontrak,1,1,0,1,1,0,0,50,Miskin,PKH
2,8296642,Tidak Permanen,Sumur,PLN,Tidak Ada,Petani,Sewa,0,1,1,1,0,0,1,55,Miskin,PKH
8,3619219,Permanen,Sungai,PLN,Tidak Ada,Pegawai Swasta,Milik Sendiri,1,0,0,1,1,0,0,55,Miskin,PKH
1,5644906,Tidak Permanen,Sumur,PLN,Ada,Buruh Harian Lepas,Sewa,0,0,1,0,1,0,1,55,Miskin,PKH
3,2566269,Permanen,Sumur,Listrik Non-PLN,Ada,Petani,Kontrak,1,0,1,1,1,0,0,55,Miskin,PKH
4,7715386,Semi Permanen,Sumur,Tidak Ada,Ada,Petani,Kontrak,0,1,1,0,1,1,0,15,Tidak Miskin,Tidak Layak Menerima
6,6734548,Tidak Permanen,Sungai,Listrik Non-PLN,Ada,Pedagang Kecil,Kontrak,0,1,0,0,1,0,1,50,Miskin,PKH
3,9090928,Semi Permanen,Sumur,Tidak Ada,Tidak Ada,Petani,Sewa,0,0,1,0,1,1,0,25,Tidak Miskin,Tidak Layak Menerima
2,9387436,Semi Permanen,Sumur,Tidak Ada,Tidak Ada,Pegawai Swasta,Milik Sendiri,0,1,0,1,1,1,0,10,Tidak Miskin,Tidak Layak Menerima
1,9505165,Tidak Permanen,PAM,PLN,Ada,Pedagang Kecil,Kontrak,0,1,1,0,1,0,1,45,Rentan Miskin,BLT
2,2744802,Tidak Permanen,Sumur,Tidak Ada,Ada,Pegawai Swasta,Sewa,1,1,0,1,1,1,1,55,Miskin,PKH
5,7225643,Permanen,Sumur,PLN,Tidak Ada,Pedagang Kecil,Sewa,0,0,1,1,1,0,0,40,Rentan Miskin,BLT
6,3601174,Semi Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,1,1,1,1,1,0,0,45,Rentan Miskin,BLT
5,8362114,Tidak Permanen,PAM,Listrik Non-PLN,Ada,Pegawai Swasta,Milik Sendiri,0,0,0,1,1,0,1,55,Miskin,PKH
4,6199793,Permanen,PAM,PLN,Ada,Pegawai Swasta,Kontrak,0,0,0,0,0,0,0,45,Rentan Miskin,BLT
1,2854110,Semi Permanen,Sumur,Tidak Ada,Tidak Ada,Pedagang Kecil,Sewa,1,0,1,0,0,1,0,55,Miskin,PKH
6,6288857,Tidak Permanen,Sumur,PLN,Ada,Petani,Kontrak,0,1,1,0,0,0,1,60,Miskin,PKH
2,3291501,Semi Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Buruh Harian Lepas,Sewa,1,0,1,1,1,0,0,55,Miskin,PKH
2,6729841,Semi Permanen,Sungai,PLN,Tidak Ada,Pegawai Swasta,Sewa,0,1,0,1,0,0,0,35,Rentan Miskin,BLT
1,1938830,Tidak Permanen,PAM,Listrik Non-PLN,Ada,Petani,Milik Sendiri,1,1,1,0,0,0,1,70,Sangat Miskin,Bantuan Sembako
8,1673643,Semi Permanen,Sungai,PLN,Ada,Pedagang Kecil,Kontrak,1,0,0,1,1,0,0,60,Miskin,PKH
2,7242330,Permanen,PAM,Tidak Ada,Tidak Ada,Pegawai Swasta,Milik Sendiri,0,0,1,1,1,1,0,20,Tidak Miskin,Tidak Layak Menerima
3,7654927,Tidak Permanen,PAM,Listrik Non-PLN,Ada,Pegawai Swasta,Sewa,0,1,1,1,0,0,1,55,Miskin,PKH
5,8845486,Tidak Permanen,PAM,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Kontrak,0,1,0,1,1,0,1,50,Miskin,PKH
6,8250814,Semi Permanen,Sumur,Tidak Ada,Ada,Pedagang Kecil,Sewa,0,1,0,1,1,1,0,20,Tidak Miskin,Tidak Layak Menerima
3,2104351,Tidak Permanen,Sungai,Tidak Ada,Ada,Pegawai Swasta,Milik Sendiri,1,0,0,1,1,1,1,60,Miskin,PKH
1,9889563,Semi Permanen,PAM,PLN,Tidak Ada,Pegawai Swasta,Sewa,0,1,1,1,0,0,0,35,Rentan Miskin,BLT
8,5135633,Permanen,PAM,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Kontrak,0,1,0,1,1,1,0,20,Tidak Miskin,Tidak Layak Menerima
4,8723683,Tidak Permanen,PAM,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Sewa,0,1,1,1,0,0,1,55,Miskin,PKH
4,3520858,Permanen,Sungai,PLN,Tidak Ada,Petani,Milik Sendiri,1,1,1,1,1,0,0,40,Rentan Miskin,BLT
4,5387896,Permanen,Sumur,Listrik Non-PLN,Ada,Petani,Sewa,0,1,0,1,1,0,0,25,Tidak Miskin,Tidak Layak Menerima
3,3147148,Tidak Permanen,PAM,PLN,Tidak Ada,Pegawai Swasta,Kontrak,1,0,0,1,0,0,1,85,Sangat Miskin,Bantuan Sembako
6,7529904,Permanen,PAM,PLN,Tidak Ada,Petani,Kontrak,0,1,1,0,1,0,0,30,Rentan Miskin,BLT
1,9348314,Semi Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Milik Sendiri,0,0,0,1,0,0,0,40,Rentan Miskin,BLT
2,7279987,Permanen,Sumur,Tidak Ada,Ada,Pegawai Swasta,Kontrak,0,0,0,1,0,1,0,35,Rentan Miskin,BLT
2,716307,Semi Permanen,Sumur,Listrik Non-PLN,Ada,Pegawai Swasta,Sewa,1,1,1,0,1,0,0,45,Rentan Miskin,BLT
5,2206855,Semi Permanen,Sungai,Listrik Non-PLN,Ada,Petani,Sewa,1,0,1,1,1,0,0,60,Miskin,PKH
6,9654190,Permanen,PAM,Listrik Non-PLN,Tidak Ada,Petani,Milik Sendiri,0,1,0,0,1,0,0,25,Tidak Miskin,Tidak Layak Menerima
4,5964105,Semi Permanen,Sumur,Listrik Non-PLN,Ada,Pegawai Swasta,Kontrak,0,0,1,0,1,0,0,35,Rentan Miskin,BLT
7,9594010,Permanen,Sungai,PLN,Tidak Ada,Petani,Kontrak,0,1,1,0,1,0,0,30,Rentan Miskin,BLT
2,6536428,Semi Permanen,Sumur,Tidak Ada,Tidak Ada,Pedagang Kecil,Milik Sendiri,0,1,0,0,0,1,0,20,Tidak Miskin,Tidak Layak Menerima
8,8964810,Tidak Permanen,PAM,PLN,Tidak Ada,Petani,Kontrak,0,0,1,0,1,0,1,60,Miskin,PKH
6,6767627,Tidak Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Petani,Sewa,0,1,1,1,1,0,1,50,Miskin,PKH
7,6430604,Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,0,0,1,0,1,0,0,35,Rentan Miskin,BLT
3,4401417,Tidak Permanen,PAM,PLN,Tidak Ada,Pedagang Kecil,Sewa,1,1,0,1,1,0,1,65,Miskin,PKH
4,2545742,Permanen,Sungai,Tidak Ada,Ada,Pegawai Swasta,Milik Sendiri,1,0,1,1,1,1,0,40,Rentan Miskin,BLT
7,4237339,Tidak Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Buruh Harian Lepas,Sewa,1,1,1,0,0,0,1,80,Sangat Miskin,Bantuan Sembako
6,6714791,Semi Permanen,Sumur,Tidak Ada,Ada,Petani,Kontrak,0,1,0,0,1,1,0,20,Tidak Miskin,Tidak Layak Menerima
4,1008472,Permanen,Sungai,PLN,Ada,Buruh Harian Lepas,Milik Sendiri,1,0,0,0,0,0,0,60,Miskin,PKH
7,6599803,Permanen,Sungai,Listrik Non-PLN,Ada,Petani,Milik Sendiri,0,0,0,0,0,0,0,45,Rentan Miskin,BLT
2,7986451,Tidak Permanen,Sumur,PLN,Tidak Ada,Petani,Kontrak,0,1,1,0,0,0,1,55,Miskin,PKH
2,6452815,Semi Permanen,PAM,Tidak Ada,Ada,Pegawai Swasta,Milik Sendiri,0,0,0,1,0,1,0,30,Rentan Miskin,BLT
4,1631506,Tidak Permanen,PAM,Tidak Ada,Tidak Ada,Petani,Kontrak,1,0,1,1,1,1,1,65,Miskin,PKH
3,4647942,Permanen,Sumur,PLN,Tidak Ada,Buruh Harian Lepas,Sewa,0,1,1,0,0,0,0,35,Rentan Miskin,BLT
7,2089358,Semi Permanen,Sumur,PLN,Tidak Ada,Pegawai Swasta,Milik Sendiri,1,0,0,0,1,0,0,55,Miskin,PKH
3,2829169,Tidak Permanen,Sungai,PLN,Ada,Petani,Sewa,1,1,0,0,0,0,1,75,Sangat Miskin,Bantuan Sembako
5,2509556,Permanen,Sumur,PLN,Ada,Buruh Harian Lepas,Kontrak,1,1,1,1,0,0,0,60,Miskin,PKH
7,3673764,Semi Permanen,PAM,Listrik Non-PLN,Ada,Pedagang Kecil,Kontrak,1,1,1,0,1,0,0,50,Miskin,PKH
3,6380915,Semi Permanen,Sungai,Tidak Ada,Tidak Ada,Petani,Sewa,0,0,0,0,0,1,0,35,Rentan Miskin,BLT
8,3988471,Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Pegawai Swasta,Sewa,1,1,0,0,1,0,0,50,Miskin,PKH
5,2223025,Permanen,PAM,Tidak Ada,Ada,Pegawai Swasta,Milik Sendiri,1,1,1,1,0,1,0,45,Rentan Miskin,BLT
2,6793960,Semi Permanen,Sumur,PLN,Tidak Ada,Petani,Milik Sendiri,0,0,1,1,0,0,0,40,Rentan Miskin,BLT
5,5011741,Tidak Permanen,Sungai,Tidak Ada,Ada,Pedagang Kecil,Milik Sendiri,0,0,1,1,1,1,1,45,Rentan Miskin,BLT
6,6350926,Permanen,PAM,Tidak Ada,Ada,Petani,Milik Sendiri,0,0,0,1,0,1,0,35,Rentan Miskin,BLT
2,3016669,Permanen,Sungai,Tidak Ada,Ada,Petani,Milik Sendiri,1,1,0,0,1,1,0,30,Rentan Miskin,BLT
5,4297796,Semi Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Kontrak,1,1,1,1,0,0,0,60,Miskin,PKH
5,5203934,Semi Permanen,Sumur,PLN,Tidak Ada,Petani,Milik Sendiri,0,1,0,0,1,0,0,25,Tidak Miskin,Tidak Layak Menerima
8,6224958,Permanen,Sungai,PLN,Ada,Pedagang Kecil,Sewa,0,1,0,1,1,0,0,30,Rentan Miskin,BLT
6,5212712,Permanen,Sungai,Tidak Ada,Tidak Ada,Pegawai Swasta,Milik Sendiri,0,0,1,0,1,1,0,25,Tidak Miskin,Tidak Layak Menerima
5,6430140,Semi Permanen,PAM,PLN,Ada,Buruh Harian Lepas,Kontrak,0,0,1,1,0,0,0,50,Miskin,PKH
8,2503193,Semi Permanen,Sumur,Tidak Ada,Ada,Petani,Sewa,1,1,0,1,0,1,0,50,Miskin,PKH
1,6218667,Permanen,PAM,Tidak Ada,Ada,Pegawai Swasta,Kontrak,0,0,1,1,0,1,0,35,Rentan Miskin,BLT
3,1992718,Semi Permanen,Sumur,PLN,Ada,Pedagang Kecil,Kontrak,1,1,1,0,0,0,0,55,Miskin,PKH
8,2412766,Semi Permanen,Sungai,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,1,0,0,0,1,1,0,45,Rentan Miskin,BLT
7,2274723,Tidak Permanen,Sungai,PLN,Tidak Ada,Petani,Milik Sendiri,1,1,0,1,0,0,1,75,Sangat Miskin,Bantuan Sembako
2,8904373,Semi Permanen,Sumur,PLN,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,0,0,1,0,0,0,0,40,Rentan Miskin,BLT
3,2739729,Tidak Permanen,PAM,Tidak Ada,Ada,Pedagang Kecil,Kontrak,1,1,0,0,1,1,1,55,Miskin,PKH
6,8023623,Tidak Permanen,Sumur,Tidak Ada,Ada,Pedagang Kecil,Sewa,0,0,0,1,1,1,1,50,Miskin,PKH
7,5547973,Permanen,PAM,Tidak Ada,Ada,Buruh Harian Lepas,Milik Sendiri,0,1,0,0,1,1,0,15,Tidak Miskin,Tidak Layak Menerima
8,8531970,Tidak Permanen,Sumur,Tidak Ada,Tidak Ada,Petani,Milik Sendiri,0,1,1,1,1,1,1,35,Rentan Miskin,BLT
5,4626154,Tidak Permanen,PAM,Tidak Ada,Ada,Pedagang Kecil,Milik Sendiri,0,0,1,1,0,1,1,55,Miskin,PKH
1,2996486,Tidak Permanen,Sungai,Tidak Ada,Ada,Pedagang Kecil,Kontrak,1,1,0,1,0,1,1,65,Miskin,PKH
6,5427066,Tidak Permanen,Sungai,PLN,Tidak Ada,Pegawai Swasta,Milik Sendiri,0,0,0,0,0,0,1,65,Miskin,PKH
6,9557492,Semi Permanen,Sungai,Tidak Ada,Tidak Ada,Petani,Kontrak,0,0,0,0,1,1,0,30,Rentan Miskin,BLT
2,8304717,Semi Permanen,Sungai,Listrik Non-PLN,Ada,Pedagang Kecil,Milik Sendiri,0,1,0,0,1,0,0,20,Tidak Miskin,Tidak Layak Menerima
7,1397182,Permanen,PAM,PLN,Ada,Buruh Harian Lepas,Milik Sendiri,1,0,0,1,0,0,0,65,Miskin,PKH
3,6839390,Permanen,Sungai,Tidak Ada,Ada,Buruh Harian Lepas,Kontrak,0,0,1,0,1,1,0,25,Tidak Miskin,Tidak Layak Menerima
5,833164,Tidak Permanen,PAM,PLN,Tidak Ada,Pedagang Kecil,Sewa,1,1,1,0,1,0,1,70,Sangat Miskin,Bantuan Sembako
4,4696314,Tidak Permanen,Sumur,PLN,Tidak Ada,Pedagang Kecil,Milik Sendiri,0,1,0,1,1,0,1,40,Rentan Miskin,BLT
5,4517799,Semi Permanen,PAM,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Kontrak,0,0,1,1,0,0,0,50,Miskin,PKH
2,8628966,Tidak Permanen,Sungai,PLN,Ada,Petani,Sewa,0,0,1,0,1,0,1,55,Miskin,PKH
6,4284755,Tidak Permanen,Sungai,PLN,Ada,Petani,Kontrak,1,0,1,0,0,0,1,90,Sangat Miskin,Bantuan Sembako
4,8613637,Permanen,PAM,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Kontrak,0,1,0,1,1,1,0,15,Tidak Miskin,Tidak Layak Menerima
6,1011950,Tidak Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Kontrak,1,1,1,0,1,0,1,70,Sangat Miskin,Bantuan Sembako
1,2611671,Semi Permanen,Sungai,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Sewa,1,0,1,0,0,1,0,55,Miskin,PKH
5,2061796,Permanen,PAM,Tidak Ada,Tidak Ada,Pegawai Swasta,Milik Sendiri,1,0,0,0,1,1,0,45,Rentan Miskin,BLT
2,3796222,Semi Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Milik Sendiri,1,1,1,0,0,0,0,50,Miskin,PKH
5,9435626,Tidak Permanen,Sungai,Tidak Ada,Ada,Pegawai Swasta,Milik Sendiri,0,0,1,0,0,1,1,55,Miskin,PKH
4,1499782,Semi Permanen,PAM,PLN,Ada,Buruh Harian Lepas,Sewa,1,1,1,1,1,0,0,45,Rentan Miskin,BLT
2,3065441,Semi Permanen,Sumur,PLN,Ada,Buruh Harian Lepas,Milik Sendiri,1,1,1,0,1,0,0,40,Rentan Miskin,BLT
5,1283850,Semi Permanen,Sungai,Listrik Non-PLN,Ada,Petani,Kontrak,1,1,1,1,0,0,0,60,Miskin,PKH
4,7399770,Tidak Permanen,Sungai,Tidak Ada,Ada,Petani,Milik Sendiri,0,0,0,1,0,1,1,50,Miskin,PKH
6,1063404,Semi Permanen,Sumur,Listrik Non-PLN,Ada,Petani,Sewa,1,1,0,0,0,0,0,60,Miskin,PKH
8,7503316,Permanen,Sumur,PLN,Tidak Ada,Pegawai Swasta,Sewa,0,1,1,1,1,0,0,30,Rentan Miskin,BLT
6,3817636,Tidak Permanen,PAM,Listrik Non-PLN,Tidak Ada,Petani,Kontrak,1,0,1,1,0,0,1,90,Sangat Miskin,Bantuan Sembako
5,1811414,Permanen,PAM,PLN,Ada,Buruh Harian Lepas,Sewa,1,1,1,1,1,0,0,50,Miskin,PKH
4,793503,Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Petani,Kontrak,1,0,0,1,0,0,0,65,Miskin,PKH
4,6255537,Tidak Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Buruh Harian Lepas,Kontrak,0,0,0,0,1,0,1,55,Miskin,PKH
6,4905581,Tidak Permanen,Sumur,Tidak Ada,Tidak Ada,Pegawai Swasta,Kontrak,0,0,1,1,0,1,1,60,Miskin,PKH
5,3421943,Tidak Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Pegawai Swasta,Sewa,1,1,1,0,1,0,1,70,Sangat Miskin,Bantuan Sembako
6,6670506,Tidak Permanen,PAM,Listrik Non-PLN,Tidak Ada,Petani,Sewa,0,0,0,0,1,0,1,60,Miskin,PKH
6,9170407,Tidak Permanen,PAM,PLN,Ada,Pedagang Kecil,Kontrak,0,0,0,0,0,0,1,70,Sangat Miskin,Bantuan Sembako
8,5867700,Permanen,PAM,PLN,Ada,Pedagang Kecil,Sewa,0,0,1,0,1,0,0,40,Rentan Miskin,BLT
8,8296332,Tidak Permanen,PAM,Tidak Ada,Ada,Buruh Harian Lepas,Sewa,0,0,0,0,0,1,1,60,Miskin,PKH
6,4052577,Semi Permanen,Sungai,Tidak Ada,Ada,Pegawai Swasta,Kontrak,1,0,0,1,1,1,0,50,Miskin,PKH
7,2207821,Tidak Permanen,Sungai,Tidak Ada,Tidak Ada,Pegawai Swasta,Sewa,1,0,0,0,0,1,1,80,Sangat Miskin,Bantuan Sembako
1,6234067,Tidak Permanen,Sungai,Listrik Non-PLN,Ada,Buruh Harian Lepas,Sewa,0,0,1,0,0,0,1,65,Miskin,PKH
7,3590496,Tidak Permanen,PAM,Listrik Non-PLN,Tidak Ada,Petani,Kontrak,1,1,0,0,0,0,1,80,Sangat Miskin,Bantuan Sembako
2,5243885,Semi Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Kontrak,0,0,1,1,0,0,0,45,Rentan Miskin,BLT
5,7603214,Semi Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Buruh Harian Lepas,Kontrak,0,0,1,0,1,0,0,40,Rentan Miskin,BLT
8,545766,Tidak Permanen,PAM,PLN,Ada,Petani,Kontrak,1,1,1,0,0,0,1,80,Sangat Miskin,Bantuan Sembako
5,3697267,Tidak Permanen,PAM,Listrik Non-PLN,Tidak Ada,Buruh Harian Lepas,Sewa,1,1,0,1,0,0,1,80,Sangat Miskin,Bantuan Sembako
2,8119833,Semi Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Petani,Kontrak,0,0,0,0,1,0,0,35,Rentan Miskin,BLT
2,5852598,Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Kontrak,0,1,0,0,0,0,0,35,Rentan Miskin,BLT
3,2019557,Permanen,PAM,PLN,Ada,Buruh Harian Lepas,Sewa,1,1,0,0,0,0,0,55,Miskin,PKH
8,801507,Semi Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Pegawai Swasta,Sewa,1,0,1,0,0,0,0,70,Sangat Miskin,Bantuan Sembako
5,1075241,Permanen,Sumur,PLN,Tidak Ada,Pegawai Swasta,Kontrak,1,1,0,0,0,0,0,60,Miskin,PKH
4,7353184,Permanen,PAM,Tidak Ada,Tidak Ada,Petani,Sewa,0,0,0,1,0,1,0,35,Rentan Miskin,BLT
2,9860722,Tidak Permanen,Sumur,Listrik Non-PLN,Ada,Pedagang Kecil,Kontrak,0,0,0,1,1,0,1,55,Miskin,PKH
2,9134896,Tidak Permanen,Sumur,Listrik Non-PLN,Ada,Petani,Milik Sendiri,0,1,0,0,1,0,1,40,Rentan Miskin,BLT
2,3736902,Permanen,Sungai,Tidak Ada,Tidak Ada,Pedagang Kecil,Sewa,1,1,0,1,0,1,0,45,Rentan Miskin,BLT
8,2051659,Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Petani,Milik Sendiri,1,1,0,1,1,0,0,45,Rentan Miskin,BLT
2,1267332,Semi Permanen,PAM,Listrik Non-PLN,Ada,Petani,Kontrak,1,0,0,0,1,0,0,55,Miskin,PKH
3,7092633,Tidak Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Petani,Sewa,0,1,0,0,0,0,1,55,Miskin,PKH
2,1020212,Permanen,Sungai,Tidak Ada,Ada,Petani,Sewa,1,0,0,1,0,1,0,55,Miskin,PKH
8,8378454,Semi Permanen,Sungai,Listrik Non-PLN,Ada,Petani,Milik Sendiri,0,1,0,0,0,0,0,35,Rentan Miskin,BLT
8,2314371,Tidak Permanen,PAM,Tidak Ada,Tidak Ada,Pedagang Kecil,Milik Sendiri,1,0,0,0,0,1,1,75,Sangat Miskin,Bantuan Sembako
2,1552452,Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Milik Sendiri,1,0,1,0,1,0,0,50,Miskin,PKH
4,6744707,Tidak Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Milik Sendiri,0,1,0,1,0,0,1,50,Miskin,PKH
2,4202864,Tidak Permanen,PAM,Tidak Ada,Ada,Petani,Kontrak,1,1,1,0,0,1,1,65,Miskin,PKH
5,4166921,Semi Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Pegawai Swasta,Kontrak,1,0,1,0,0,0,0,70,Sangat Miskin,Bantuan Sembako
7,8526613,Semi Permanen,PAM,Listrik Non-PLN,Ada,Pegawai Swasta,Sewa,0,1,0,0,0,0,0,40,Rentan Miskin,BLT
5,4005324,Tidak Permanen,PAM,Tidak Ada,Ada,Buruh Harian Lepas,Milik Sendiri,1,0,1,1,0,1,1,75,Sangat Miskin,Bantuan Sembako
5,3694774,Tidak Permanen,PAM,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Sewa,1,1,0,1,0,1,1,70,Sangat Miskin,Bantuan Sembako
2,6618365,Tidak Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Petani,Kontrak,0,1,0,0,1,0,1,45,Rentan Miskin,BLT
